Frag,0,8,1534,1542,f,0,1534,0,0,0.00,0.00,0,206158430256
Frag,1535,1543,2644,2652,f,0,1109,1,0,0.00,0.00,0,206158430256
Frag,2645,2653,4804,4813,f,0,2159,0,0,0.00,0.00,0,206158430256
Frag,4805,4814,5992,5995,f,0,1187,1,0,0.00,0.00,0,206158430256
Frag,5993,5996,8115,8118,f,0,2122,0,0,0.00,0.00,0,206158430256
Frag,8116,8119,8985,8988,f,0,869,1,0,0.00,0.00,0,206158430256
Frag,8987,8990,9331,9334,f,0,344,1,0,0.00,0.00,0,206158430256
Frag,9315,9318,10316,10319,f,0,1001,1,0,0.00,0.00,0,206158430256
Frag,10317,10320,13398,15126,f,0,3081,0,0,0.00,0.00,0,206158430256
Frag,13399,15127,15003,16731,f,0,1604,1,0,0.00,0.00,0,206158430256
Frag,14996,16724,16984,18712,f,0,1988,1,0,0.00,0.00,0,206158430256
Frag,16984,18712,17961,19689,f,0,977,1,0,0.00,0.00,0,206158430256
Frag,17962,19690,24788,23472,f,0,6826,0,0,0.00,0.00,0,206158430256
Frag,24789,23473,25694,24378,f,0,905,1,0,0.00,0.00,0,206158430256
Frag,25696,24381,26595,25280,f,0,899,1,0,0.00,0.00,0,206158430256
Frag,26596,25281,26756,25443,f,0,160,0,0,0.00,0.00,0,206158430256
Frag,26757,25444,27581,26274,f,0,824,1,0,0.00,0.00,0,206158430256
Frag,27582,26275,36898,35620,f,0,9316,0,0,0.00,0.00,0,206158430256
Frag,36899,35621,37984,36706,f,0,1085,1,0,0.00,0.00,0,206158430256
Frag,37985,36707,37992,36714,f,0,7,0,0,0.00,0.00,0,206158430256
Frag,37993,36715,40944,39666,f,0,2951,1,0,0.00,0.00,0,206158430256
Frag,40945,39667,51408,52939,f,0,10463,0,0,0.00,0.00,0,206158430256
Frag,51409,52940,52650,54181,f,0,1241,1,0,0.00,0.00,0,206158430256
Frag,52651,54182,54175,55707,f,0,1524,0,0,0.00,0.00,0,206158430256
Frag,54176,55708,54412,55944,f,0,236,1,0,0.00,0.00,0,206158430256
Frag,54413,55945,54417,55949,f,0,4,0,0,0.00,0.00,0,206158430256
Frag,54418,55950,55017,56549,f,0,599,1,0,0.00,0.00,0,206158430256
Frag,55018,56550,56372,60555,f,0,1354,0,0,0.00,0.00,0,206158430256
Frag,56373,60556,57095,61278,f,0,722,1,0,0.00,0.00,0,206158430256
Frag,57095,61278,57643,61829,f,0,548,1,0,0.00,0.00,0,206158430256
Frag,57644,61830,59824,66039,f,0,2180,0,0,0.00,0.00,0,206158430256
Frag,59825,66040,60823,67038,f,0,998,1,0,0.00,0.00,0,206158430256
Frag,60824,67039,60838,67052,f,0,14,0,0,0.00,0.00,0,206158430256
Frag,60839,67053,61627,67841,f,0,788,1,0,0.00,0.00,0,206158430256
Frag,61620,67834,62381,68595,f,0,761,1,0,0.00,0.00,0,206158430256
Frag,62382,68596,64555,70775,f,0,2173,0,0,0.00,0.00,0,206158430256
Frag,64556,70776,65566,71786,f,0,1010,1,0,0.00,0.00,0,206158430256
Frag,65567,71787,67020,73250,f,0,1453,0,0,0.00,0.00,0,206158430256
Frag,67021,73251,68052,74282,f,0,1031,1,0,0.00,0.00,0,206158430256
Frag,68053,74283,68384,74592,f,0,331,0,0,0.00,0.00,0,206158430256
Frag,68385,74593,68534,74742,f,0,149,1,0,0.00,0.00,0,206158430256
Frag,68535,74743,68547,74755,f,0,12,0,0,0.00,0.00,0,206158430256
Frag,68548,74756,68871,75079,f,0,323,1,0,0.00,0.00,0,206158430256
Frag,68872,75080,68885,75092,f,0,13,0,0,0.00,0.00,0,206158430256
Frag,68886,75093,71033,77258,f,0,2147,1,0,0.00,0.00,0,206158430256
Frag,71034,77259,71188,77413,f,0,154,0,0,0.00,0.00,0,206158430256
Frag,71189,77414,72169,78394,f,0,980,1,0,0.00,0.00,0,206158430256
Frag,72170,78395,72171,78397,f,0,1,0,0,0.00,0.00,0,206158430256
Frag,72172,78398,72993,79219,f,0,821,1,0,0.00,0.00,0,206158430256
Frag,72994,79220,73811,80059,f,0,817,0,0,0.00,0.00,0,206158430256
